title,original_language,release_year,release_month,runtime,genre,averageRating,budget,revenue,agg_profit,norm_revenue
Legion,en,2010,1,100,"Action,Fantasy,Horror",5.3,26000000.0,67647574.0,41647574.0,5203659.538461538
Creed,en,2010,1,77,Horror,7.2,37000000.0,173567581.0,136567581.0,13351352.384615384
Nighthawks,nl,2009,12,113,Drama,6.2,5000000.0,19600000.0,14600000.0,1400000.0
After.Life,en,2009,11,104,"Drama,Mystery,Thriller",5.9,4500000.0,2481925.0,-2018075.0,177280.35714285713
The House of the Devil,en,2009,10,95,"Horror,Mystery",6.3,900000.0,102812.0,-797188.0,7343.714285714285
Ghost Town,en,2009,10,56,Western,6.0,20000000.0,29958228.0,9958228.0,2139873.4285714286
Forget Me Not,en,2009,10,70,Drama,5.3,1300000.0,13465.0,-1286535.0,961.7857142857143
Blood Ties,en,2009,10,93,Action,7.2,26000000.0,2923959.0,-23076041.0,208854.2142857143
Saw VI,en,2009,10,90,"Horror,Mystery,Thriller",6.0,11000000.0,69752402.0,58752402.0,4982314.428571428
The Stepfather,en,2009,10,89,"Horror,Thriller",6.7,20000000.0,29227561.0,9227561.0,2087682.9285714286
Zombieland,en,2009,10,88,"Action,Comedy,Horror",7.5,23600000.0,102236596.0,78636596.0,7302614.0
Splice,en,2009,10,104,"Horror,Sci-Fi",5.8,30000000.0,28542494.0,-1457506.0,2038749.5714285714
Jennifer's Body,en,2009,9,102,"Comedy,Horror",5.5,16000000.0,31943401.0,15943401.0,2281671.5
The Loved Ones,en,2009,9,84,"Crime,Horror",6.6,4000000.0,12302.0,-3987698.0,878.7142857142857
Sorority Row,en,2009,9,101,"Horror,Mystery",5.1,12500000.0,26735797.0,14235797.0,1909699.7857142857
Pandorum,en,2009,9,108,"Action,Horror,Mystery",6.7,40000000.0,17033431.0,-22966569.0,1216673.642857143
Halloween II,en,2009,8,92,Horror,6.5,2500000.0,25533818.0,23033818.0,1823844.142857143
The Final Destination,en,2009,8,82,"Horror,Thriller",5.1,40000000.0,187384627.0,147384627.0,13384616.214285715
The Revenant,en,2009,8,117,"Comedy,Fantasy,Horror",6.3,135000000.0,532938302.0,397938302.0,38067021.571428575
Case 39,en,2009,8,109,"Horror,Mystery,Thriller",6.2,27000000.0,28773827.0,1773827.0,2055273.357142857
Black Rain,en,2009,6,125,"Action,Crime,Drama",6.6,30000000.0,133892212.0,103892212.0,9563729.42857143
The Eclipse,en,2009,4,\N,\N,4.4,3000000.0,133411.0,-2866589.0,9529.357142857143
Dog,en,2009,4,90,Horror,4.7,15000000.0,84543632.0,69543632.0,6038830.857142857
Lesbian Vampire Killers,en,2009,3,,,,2000000.0,3620902.0,1620902.0,258635.85714285713
The Last House on the Left,en,2009,3,84,"Crime,Horror,Thriller",5.8,15000000.0,46526243.0,31526243.0,3323303.0714285714
Pontypool,en,2009,3,93,"Horror,Sci-Fi",6.5,1500000.0,31916.0,-1468084.0,2279.714285714286
Friday the 13th,en,2009,2,50,Drama,5.9,17000000.0,92670237.0,75670237.0,6619302.642857143
Blood Work,en,2009,2,110,"Action,Crime,Drama",6.4,50000000.0,26199517.0,-23800483.0,1871394.0714285714
Fury,en,2009,1,90,"Adventure,Drama",7.1,80000000.0,210315681.0,130315681.0,15022548.642857144
Cars 3,en,2009,1,102,"Adventure,Animation,Comedy",6.7,175000000.0,383541369.0,208541369.0,27395812.07142857
Uncharted,en,2009,1,79,Horror,2.1,120000000.0,400689914.0,280689914.0,28620708.14285714
The Haunting of Molly Hartley,en,2008,10,85,"Drama,Horror,Thriller",3.9,5000000.0,15318257.0,10318257.0,1021217.1333333333
Saw V,en,2008,10,92,"Horror,Thriller",5.8,10800000.0,118209778.0,107409778.0,7880651.866666666
Quarantine,en,2008,10,95,Sci-Fi,4.6,12000000.0,41924774.0,29924774.0,2794984.933333333
Eden Lake,en,2008,9,91,"Horror,Thriller",6.7,2000000.0,4294373.0,2294373.0,286291.5333333333
Mirrors,en,2008,8,88,"Horror,Thriller",4.4,35000000.0,77220596.0,42220596.0,5148039.733333333
Mutant Chronicles,en,2008,8,111,"Action,Adventure,Mystery",5.2,25000000.0,6820.0,-24993180.0,454.6666666666667
Repo! The Genetic Opera,en,2008,7,98,"Horror,Musical,Sci-Fi",6.4,8500000.0,198883.0,-8301117.0,13258.866666666667
Donkey Punch,en,2008,7,99,"Crime,Drama,Horror",5.2,750000.0,814801.0,64801.0,54320.066666666666
Pathology,en,2008,4,95,"Crime,Horror,Thriller",5.9,8000000.0,3270974.0,-4729026.0,218064.93333333332
Prom Night,en,2008,4,92,"Horror,Mystery,Thriller",5.3,18000000.0,57193655.0,39193655.0,3812910.3333333335
The Ruins,en,2008,4,90,"Adventure,Horror,Thriller",5.9,25000000.0,22910563.0,-2089437.0,1527370.8666666667
April Fool's Day,en,2008,3,89,"Horror,Mystery",6.1,5000000.0,12947763.0,7947763.0,863184.2
Funny Games,en,2008,3,108,"Crime,Drama,Thriller",7.5,15000000.0,8200127.0,-6799873.0,546675.1333333333
The Watch,en,2008,3,102,"Comedy,Sci-Fi",5.7,55000000.0,67130045.0,12130045.0,4475336.333333333
The Signal,en,2008,2,103,"Horror,Sci-Fi,Thriller",6.0,4000000.0,2665322.0,-1334678.0,177688.13333333333
Diary of the Dead,en,2008,2,93,"Drama,Thriller",6.5,2750000.0,5394447.0,2644447.0,359629.8
Surveillance,en,2008,2,100,"Comedy,Drama,Thriller",6.8,3500000.0,1396395.0,-2103605.0,93093.0
The Cottage,en,2008,2,92,"Comedy,Crime,Horror",6.1,5000000.0,1504960.0,-3495040.0,100330.66666666667
Baghead,en,2008,1,84,"Comedy,Drama,Horror",6.0,200000.0,140016.0,-59984.0,9334.4
One Missed Call,en,2008,1,112,"Horror,Mystery",6.2,20000000.0,44513466.0,24513466.0,2967564.4
Timber Falls,en,2007,12,100,"Horror,Thriller",5.2,2600000.0,71248.0,-2528752.0,4453.0
The Mist,en,2007,11,126,"Horror,Sci-Fi,Thriller",7.1,13000000.0,57189408.0,44189408.0,3574338.0
Rogue,en,2007,11,\N,"Action,Adventure,Drama",7.3,23000000.0,4673377.0,-18326623.0,292086.0625
Saw IV,en,2007,10,93,"Horror,Mystery,Thriller",5.9,10000000.0,135759694.0,125759694.0,8484980.875
30 Days of Night,en,2007,10,113,"Action,Horror,Thriller",6.6,30000000.0,80276156.0,50276156.0,5017259.75
Resident Evil: Extinction,en,2007,9,94,"Action,Horror,Sci-Fi",6.2,45000000.0,149871103.0,104871103.0,9366943.9375
The Sitter,en,2007,9,81,Comedy,5.6,25000000.0,38749404.0,13749404.0,2421837.75
Paranormal Activity,en,2007,9,86,"Horror,Mystery",6.3,450000.0,194183034.0,193733034.0,12136439.625
The Wall,id,2007,9,117,Drama,7.9,3000000.0,4495262.0,1495262.0,280953.875
The Gray Man,en,2007,8,87,"Action,Crime,Drama",7.9,200000000.0,451178.0,-199548822.0,28198.625
Lockout,en,2007,8,90,"Horror,Mystery,Thriller",3.9,20000000.0,33943049.0,13943049.0,2121440.5625
Nobody,en,2007,7,\N,"Action,Thriller",6.6,16000000.0,57512470.0,41512470.0,3594529.375
The Girl Next Door,en,2007,7,92,"Comedy,Musical",6.4,25000000.0,31635150.0,6635150.0,1977196.875
Hostel: Part II,en,2007,6,94,Horror,5.5,7500000.0,33606409.0,26106409.0,2100400.5625
28 Weeks Later,en,2007,4,100,"Horror,Sci-Fi",6.9,15000000.0,64232714.0,49232714.0,4014544.625
Sunshine,en,2007,4,181,"Drama,History,Romance",7.5,40000000.0,32030610.0,-7969390.0,2001913.125
The Reaping,en,2007,4,99,"Horror,Thriller",5.6,40000000.0,62226214.0,22226214.0,3889138.375
Dead Silence,en,2007,3,95,"Comedy,Crime,Mystery",6.2,20000000.0,20614661.0,614661.0,1288416.3125
Hobo with a Shotgun,en,2007,3,86,"Action,Comedy,Crime",6.1,3000000.0,834953.0,-2165047.0,52184.5625
Hannibal Rising,en,2007,2,121,"Adventure,Crime,Drama",6.1,50000000.0,80583311.0,30583311.0,5036456.9375
The Messengers,en,2007,2,90,"Drama,Horror,Mystery",5.3,16000000.0,53774833.0,37774833.0,3360927.0625
Blood and Chocolate,en,2007,1,98,"Drama,Fantasy,Horror",5.3,15000000.0,6551310.0,-8448690.0,409456.875
White Noise 2: The Light,en,2007,1,99,"Drama,Fantasy,Horror",5.7,10000000.0,8243567.0,-1756433.0,515222.9375
Q,ja,2007,1,91,Documentary,7.4,1200000.0,255000.0,-945000.0,15937.5
Poultrygeist: Night of the Chicken Dead,en,2006,12,103,"Comedy,Horror,Musical",6.0,450000.0,22623.0,-427377.0,1330.764705882353
Turistas,en,2006,12,93,"Horror,Mystery,Thriller",5.4,10000000.0,14321070.0,4321070.0,842415.8823529412
Thr3e,en,2006,12,101,"Horror,Mystery,Thriller",4.9,2400000.0,1420418.0,-979582.0,83554.0
Bug,en,2006,11,99,"Horror,Mystery,Sci-Fi",5.2,4000000.0,8302995.0,4302995.0,488411.4705882353
Saw III,en,2006,10,108,"Horror,Mystery,Thriller",6.2,10000000.0,163876815.0,153876815.0,9639812.647058824
Into the Woods,en,2006,10,125,"Adventure,Comedy,Drama",5.9,56200000.0,212416317.0,156216317.0,12495077.470588235
The Grudge 2,en,2006,10,102,"Horror,Thriller",5.0,20000000.0,70743839.0,50743839.0,4161402.294117647
The Texas Chainsaw Massacre: The Beginning,en,2006,10,91,Horror,5.8,16000000.0,50517763.0,34517763.0,2971633.117647059
Spectre,es,2006,9,148,"Action,Adventure,Thriller",6.8,245000000.0,879077344.0,634077344.0,51710432.0
Virus,sv,2006,9,108,"Adventure,Drama,Horror",6.2,75000000.0,30626690.0,-44373310.0,1801570.0
All the Boys Love Mandy Lane,en,2006,9,90,"Horror,Mystery,Thriller",5.5,750000.0,1960521.0,1210521.0,115324.76470588235
Fido,en,2006,9,93,"Comedy,Drama,Horror",6.7,8000000.0,456814.0,-7543186.0,26871.41176470588
Snakes on a Plane,en,2006,8,105,"Action,Adventure,Crime",5.5,33000000.0,62020814.0,29020814.0,3648283.1764705884
The Host,ko,2006,7,120,"Drama,Horror,Sci-Fi",7.1,50000000.0,64477051.0,14477051.0,3792767.705882353
The Omen,en,2006,6,111,"Horror,Mystery",7.5,25000000.0,119295584.0,94295584.0,7017387.294117647
See No Evil,en,2006,5,89,"Drama,Mystery,Thriller",6.6,8000000.0,18828036.0,10828036.0,1107531.5294117648
Severance,en,2006,5,95,"Drama,Thriller",5.4,10000000.0,5950002.0,-4049998.0,350000.1176470588
Hatchet,en,2006,4,93,"Comedy,Horror,Thriller",5.7,1500000.0,240396.0,-1259604.0,14140.941176470587
Silent Hill,en,2006,4,125,"Horror,Mystery",6.5,50000000.0,94704227.0,44704227.0,5570836.882352941
Slither,en,2006,3,97,"Comedy,Crime,Thriller",6.2,15250000.0,12930343.0,-2319657.0,760608.4117647059
Stay Alive,en,2006,3,85,"Fantasy,Horror,Mystery",5.0,20000000.0,27565514.0,7565514.0,1621500.8235294118
The Hills Have Eyes,en,2006,3,90,"Horror,Thriller",6.3,17000000.0,70355813.0,53355813.0,4138577.2352941176
The Night Listener,en,2006,2,91,"Crime,Drama,Horror",5.9,4000000.0,10770993.0,6770993.0,633587.8235294118
Final Destination 3,en,2006,2,93,"Horror,Thriller",5.8,25000000.0,112798051.0,87798051.0,6635179.470588235
When a Stranger Calls,en,2006,2,97,"Horror,Mystery,Thriller",6.4,15000000.0,67215435.0,52215435.0,3953849.117647059
Chain Reaction,en,2006,1,107,"Action,Drama,Sci-Fi",5.7,55000000.0,60209334.0,5209334.0,3541725.529411765
Hamlet,en,2005,11,\N,Drama,3.0,18000000.0,7129670.0,-10870330.0,396092.77777777775
Saw II,en,2005,10,93,"Horror,Mystery",6.6,5000000.0,152925093.0,147925093.0,8495838.5
BloodRayne,en,2005,10,95,"Action,Fantasy,Horror",3.0,25000000.0,3711633.0,-21288367.0,206201.83333333334
Doom,en,2005,10,105,"Action,Horror,Sci-Fi",5.2,70000000.0,58757178.0,-11242822.0,3264287.6666666665
The Fog,en,2005,10,70,Drama,7.3,18000000.0,37048526.0,19048526.0,2058251.4444444445
Feast,en,2005,10,87,"Comedy,Horror",5.2,3200000.0,690872.0,-2509128.0,38381.77777777778
Hostel,en,2005,9,94,Horror,5.9,4800000.0,82241110.0,77441110.0,4568950.555555556
Wolf Creek,en,2005,9,99,"Horror,Thriller",6.2,1100000.0,29005064.0,27905064.0,1611392.4444444445
Venom,en,2005,9,92,"Horror,Thriller",5.8,116000000.0,856081053.0,740081053.0,47560058.5
The Exorcism of Emily Rose,en,2005,9,119,"Drama,Horror,Thriller",6.7,18000000.0,144529078.0,126529078.0,8029393.222222222
The Cave,en,2005,8,90,"Crime,Mystery,Romance",6.7,30000000.0,27147991.0,-2852009.0,1508221.7222222222
The Skeleton Key,en,2005,7,104,"Drama,Horror,Mystery",6.5,40000000.0,92256918.0,52256918.0,5125384.333333333
The Descent,en,2005,7,99,"Adventure,Horror,Thriller",7.2,7000000.0,57051053.0,50051053.0,3169502.9444444445
An American Haunting,en,2005,5,83,"Drama,Horror,Mystery",5.0,14000000.0,30443277.0,16443277.0,1691293.1666666667
Dark Places,en,2005,5,91,"Horror,Romance,Thriller",5.8,11900000.0,5685597.0,-6214403.0,315866.5
House of Wax,en,2005,4,88,Horror,7.0,35000000.0,70064800.0,35064800.0,3892488.888888889
The Amityville Horror,en,2005,4,117,Horror,6.2,18500000.0,109175673.0,90675673.0,6065315.166666667
The Ring Two,en,2005,3,110,"Horror,Mystery",5.4,50000000.0,161941727.0,111941727.0,8996762.611111112
The Dark Hours,en,2005,3,80,"Horror,Thriller",6.0,400000.0,423.0,-399577.0,23.5
Constantine,en,2005,2,121,"Action,Fantasy,Horror",7.0,75000000.0,221593554.0,146593554.0,12310753.0
Incident at Loch Ness,en,2004,12,94,"Adventure,Comedy,Fantasy",6.4,1400000.0,56073.0,-1343927.0,2951.2105263157896
Blade: Trinity,en,2004,12,113,"Action,Horror,Sci-Fi",5.8,65000000.0,131353165.0,66353165.0,6913324.47368421
Seed of Chucky,en,2004,11,87,"Comedy,Horror,Thriller",4.9,29000000.0,24716190.0,-4283810.0,1300852.105263158
Melancholia,ja,2004,10,87,"Crime,Drama,Thriller",5.8,9400000.0,21788107.0,12388107.0,1146742.4736842106
Saw,en,2004,10,103,"Horror,Mystery,Thriller",7.6,1200000.0,103880027.0,102680027.0,5467369.842105263
Resident Evil: Apocalypse,en,2004,9,94,"Action,Horror,Sci-Fi",6.1,50000000.0,125168734.0,75168734.0,6587828.105263158
Anacondas: The Hunt for the Blood Orchid,en,2004,8,97,"Action,Adventure,Horror",4.7,25000000.0,70326393.0,45326393.0,3701389.1052631577
Monsters,en,2004,8,\N,\N,4.3,500000.0,5639730.0,5139730.0,296827.8947368421
Exorcist: The Beginning,en,2004,8,114,"Horror,Mystery,Thriller",5.1,78000000.0,43957541.0,-34042459.0,2313554.789473684
Open Water,en,2004,8,79,"Adventure,Drama,Horror",5.8,500000.0,55518641.0,55018641.0,2922033.736842105
The Stepford Wives,en,2004,6,115,"Horror,Mystery,Sci-Fi",6.9,100000000.0,96150482.0,-3849518.0,5060551.684210527
Van Helsing,en,2004,5,131,"Action,Adventure,Fantasy",6.1,170000000.0,300150546.0,130150546.0,15797397.157894736
Godsend,en,2004,4,102,"Action,Drama,Fantasy",4.8,30000000.0,16873925.0,-13126075.0,888101.3157894737
Shaun of the Dead,en,2004,4,99,"Comedy,Horror",7.9,5000000.0,29782479.0,24782479.0,1567498.894736842
Dawn of the Dead,en,2004,3,127,"Horror,Thriller",7.8,28000000.0,103452875.0,75452875.0,5444888.157894737
Decoys,en,2004,2,95,"Horror,Sci-Fi",4.7,5000000.0,96760.0,-4903240.0,5092.631578947368
Club Dread,en,2004,2,104,"Comedy,Horror,Mystery",5.7,8500000.0,7573551.0,-926449.0,398607.94736842107
Premonition,ja,2004,1,83,"Horror,Mystery",4.6,20000000.0,84146832.0,64146832.0,4428780.631578947
Sky High,ja,2003,12,58,"Action,Drama,Romance",6.0,35000000.0,83109359.0,48109359.0,4155467.95
Gothika,en,2003,11,98,"Horror,Mystery,Thriller",5.8,40000000.0,141484812.0,101484812.0,7074240.6
The Ghouls,en,2003,11,81,Horror,3.8,37000000.0,259425249.0,222425249.0,12971262.45
The Order,en,2003,9,89,"Action,Adventure,Comedy",4.6,35000000.0,11559747.0,-23440253.0,577987.35
Freddy vs. Jason,en,2003,8,97,"Action,Horror",5.7,25000000.0,114576403.0,89576403.0,5728820.15
Jeepers Creepers 2,en,2003,8,104,Horror,5.7,25000000.0,119923801.0,94923801.0,5996190.05
Lost Souls,en,2003,6,84,Drama,5.9,28000000.0,31320293.0,3320293.0,1566014.65
High Tension,fr,2003,6,63,"Action,Comedy,Drama",5.6,2850000.0,6435262.0,3585262.0,321763.1
May,en,2003,6,93,"Drama,Horror",6.6,1750000.0,634803.0,-1115197.0,31740.15
The Texas Chainsaw Massacre,en,2003,5,98,Horror,6.2,9000000.0,107967319.0,98967319.0,5398365.95
House of the Dead,en,2003,4,90,"Action,Adventure,Horror",2.1,7000000.0,13860078.0,6860078.0,693003.9
Willard,en,2003,3,95,Horror,6.2,20000000.0,6882696.0,-13117304.0,344134.8
Final Destination 2,en,2003,1,90,"Horror,Thriller",6.2,26000000.0,90396664.0,64396664.0,4519833.2
Darkness Falls,en,2003,1,90,"Drama,Thriller",5.5,7000000.0,47289758.0,40289758.0,2364487.9
Grindhouse,en,2003,1,106,Horror,4.4,53000000.0,50187789.0,-2812211.0,2509389.45
They,en,2002,11,60,Documentary,5.8,17000000.0,16140842.0,-859158.0,768611.5238095238
The Ring,en,2002,10,89,"Drama,Romance,Sport",6.1,48000000.0,248218486.0,200218486.0,11819927.904761905
Red Dragon,en,2002,10,115,Crime,4.5,78000000.0,206455420.0,128455420.0,9831210.476190476
Nine Lives,en,2002,8,96,"Action,Adventure,Biography",7.2,30000000.0,57814445.0,27814445.0,2753068.8095238097
One Hour Photo,en,2002,8,96,"Drama,Thriller",6.8,12000000.0,52223306.0,40223306.0,2486824.095238095
FearDotCom,en,2002,8,,,,40000000.0,13289290.0,-26710710.0,632823.3333333334
Eight Legged Freaks,en,2002,7,99,"Action,Adventure,Comedy",5.5,30000000.0,36722311.0,6722311.0,1748681.4761904762
Halloween: Resurrection,en,2002,7,90,"Horror,Thriller",3.9,15000000.0,37659652.0,22659652.0,1793316.761904762
Resident Evil,en,2002,3,100,"Action,Horror,Sci-Fi",6.6,35000000.0,103787401.0,68787401.0,4942257.19047619
Dracula: Pages from a Virgin's Diary,en,2002,2,73,"Drama,Horror,Musical",6.8,1100000.0,81371.0,-1018629.0,3874.809523809524
Queen of the Damned,en,2002,2,101,"Drama,Fantasy,Horror",5.3,35000000.0,30307804.0,-4692196.0,1443228.761904762
The Mothman Prophecies,en,2002,1,119,"Drama,Horror,Mystery",6.4,42000000.0,56438555.0,14438555.0,2687550.238095238
Fabled,en,2002,1,84,"Drama,Horror,Mystery",5.0,400000.0,31425.0,-368575.0,1496.4285714285713
Bones,en,2001,10,97,"Crime,Drama",6.0,10000000.0,8378853.0,-1621147.0,380856.95454545453
The Lost Skeleton of Cadavra,en,2001,9,90,"Comedy,Horror,Sci-Fi",6.8,100000.0,110536.0,10536.0,5024.363636363636
Soul Survivors,en,2001,9,84,"Horror,Mystery,Thriller",3.9,14000000.0,4288246.0,-9711754.0,194920.27272727274
Session 9,en,2001,8,97,"Drama,Horror,Mystery",6.4,1500000.0,1703434.0,203434.0,77428.81818181818
The Others,en,2001,8,127,Drama,6.6,17000000.0,207788211.0,190788211.0,9444918.681818182
Jason X,en,2001,7,92,"Action,Horror,Sci-Fi",4.5,14000000.0,16951798.0,2951798.0,770536.2727272727
Jeepers Creepers,en,2001,7,69,"Comedy,Western",6.0,10000000.0,58939035.0,48939035.0,2679047.0454545454
The Hole,en,2001,4,103,"Comedy,Mystery",7.1,7500000.0,10834406.0,3334406.0,492473.0
From Hell,en,2001,2,122,"Horror,Mystery,Thriller",6.7,35000000.0,68712365.0,33712365.0,3123289.3181818184
Valentine,en,2001,2,96,"Horror,Mystery,Thriller",4.9,10000000.0,20384136.0,10384136.0,926551.6363636364
Sleepless,it,2001,1,117,"Horror,Mystery,Thriller",6.2,30000000.0,33296659.0,3296659.0,1513484.5
Dracula 2000,en,2000,12,99,"Action,Fantasy,Horror",4.9,28000000.0,33000377.0,5000377.0,1434799.0
Little Nicky,en,2000,11,90,"Comedy,Fantasy",5.3,80000000.0,58270391.0,-21729609.0,2533495.2608695654
Book of Shadows: Blair Witch 2,en,2000,10,90,"Adventure,Fantasy,Horror",4.0,15000000.0,47721314.0,32721314.0,2074839.7391304348
Urban Legends: Final Cut,en,2000,9,97,"Horror,Mystery",4.4,15000000.0,38574362.0,23574362.0,1677146.1739130435
Bless the Child,en,2000,8,107,"Crime,Drama,Horror",5.1,40000000.0,40435694.0,435694.0,1758073.652173913
Psycho Beach Party,en,2000,8,95,"Comedy,Horror,Mystery",6.0,4000000.0,267972.0,-3732028.0,11650.95652173913
What Lies Beneath,en,2000,7,130,"Drama,Horror,Mystery",6.6,90000000.0,288693989.0,198693989.0,12551912.56521739
Shadow of the Vampire,en,2000,5,92,"Drama,Horror",6.9,8000000.0,8279017.0,279017.0,359957.26086956525
Believe,en,2000,3,96,"Family,Horror",5.1,3500000.0,890303.0,-2609697.0,38708.82608695652
Scream 3,en,2000,2,116,"Horror,Mystery",5.7,40000000.0,161838076.0,121838076.0,7036438.0869565215
Supernova,en,2000,1,80,"Comedy,Sci-Fi",2.1,60000000.0,14816494.0,-45183506.0,644195.3913043478
Deadfall,en,2000,1,120,"Crime,Drama,Thriller",5.7,6000000.0,1673635.0,-4326365.0,72766.73913043478
End of Days,en,1999,11,122,"Action,Fantasy,Horror",5.8,100000000.0,212026975.0,112026975.0,8834457.291666666
Sleepy Hollow,en,1999,11,105,"Fantasy,Horror,Mystery",7.3,70000000.0,207068340.0,137068340.0,8627847.5
House on Haunted Hill,en,1999,10,75,"Crime,Horror,Mystery",6.7,19000000.0,65090541.0,46090541.0,2712105.875
The Omega Code,en,1999,10,100,"Action,Adventure,Fantasy",3.5,7200000.0,12678312.0,5478312.0,528263.0
Stigmata,en,1999,9,103,"Horror,Mystery",6.2,32000000.0,89441732.0,57441732.0,3726738.8333333335
Stir of Echoes,en,1999,9,99,"Horror,Mystery,Thriller",6.9,12000000.0,23059379.0,11059379.0,960807.4583333334
The Ninth Gate,en,1999,8,133,"Mystery,Thriller",6.7,38000000.0,58394308.0,20394308.0,2433096.1666666665
Deep Blue Sea,en,1999,7,105,"Action,Adventure,Sci-Fi",5.9,60000000.0,165048228.0,105048228.0,6877009.5
Lake Placid,en,1999,7,82,"Action,Comedy,Horror",5.8,27000000.0,31770413.0,4770413.0,1323767.2083333333
The Blair Witch Project,en,1999,7,81,"Horror,Mystery",6.5,600000.0,248300000.0,247700000.0,10345833.333333334
Survivor,en,1999,5,86,"Action,Adventure,Drama",4.5,20000000.0,1703281.0,-18296719.0,70970.04166666667
Idle Hands,en,1999,4,60,Drama,6.5,15000000.0,4024147.0,-10975853.0,167672.79166666666
eXistenZ,en,1999,4,97,"Horror,Mystery,Sci-Fi",6.8,20700000.0,2840417.0,-17859583.0,118350.70833333333
The Rage: Carrie 2,en,1999,3,104,"Drama,Horror,Sci-Fi",4.8,21000000.0,17760244.0,-3239756.0,740010.1666666666
In Dreams,en,1999,1,100,"Drama,Fantasy,Horror",5.5,30000000.0,12017369.0,-17982631.0,500723.7083333333
The Faculty,en,1998,12,104,"Horror,Mystery,Sci-Fi",6.6,15000000.0,40283321.0,25283321.0,1611332.84
Psycho,en,1998,12,109,"Horror,Mystery,Thriller",8.5,20000000.0,37226218.0,17226218.0,1489048.72
The Phantom of the Opera,it,1998,11,93,Horror,7.5,55000000.0,153770052.0,98770052.0,6150802.08
I Still Know What You Did Last Summer,en,1998,11,100,"Horror,Mystery,Thriller",4.8,24000000.0,40020622.0,16020622.0,1600824.88
Bride of Chucky,en,1998,10,89,"Comedy,Horror,Thriller",5.6,25000000.0,50692188.0,25692188.0,2027687.52
Urban Legend,en,1998,9,99,"Horror,Mystery,Thriller",5.6,14000000.0,72571864.0,58571864.0,2902874.56
Blade,en,1998,8,90,"Horror,Mystery,Thriller",5.3,45000000.0,131237688.0,86237688.0,5249507.52
Disturbing Behavior,en,1998,7,84,"Horror,Mystery,Sci-Fi",5.6,15000000.0,19014238.0,4014238.0,760569.52
Midnight Sun,en,1998,5,78,Horror,5.0,2800000.0,26952508.0,24152508.0,1078100.32
Deep Rising,en,1998,1,106,"Action,Adventure,Horror",6.1,45000000.0,11203026.0,-33796974.0,448121.04
Dream House,en,1998,1,92,"Drama,Mystery,Thriller",6.0,50000000.0,41642166.0,-8357834.0,1665686.64
Cure,ja,1997,12,111,"Crime,Horror,Mystery",7.5,10000.0,317644.0,307644.0,12217.076923076924
Scream 2,en,1997,12,120,"Horror,Mystery",6.3,24000000.0,172363301.0,148363301.0,6629357.730769231
I Know What You Did Last Summer,en,1997,10,101,"Horror,Mystery",5.8,17000000.0,125250091.0,108250091.0,4817311.192307692
Event Horizon,en,1997,8,96,"Horror,Sci-Fi,Thriller",6.6,60000000.0,26673954.0,-33326046.0,1025921.3076923077
Spawn,en,1997,7,96,"Action,Crime,Drama",5.2,40000000.0,87949859.0,47949859.0,3382686.8846153845
Anaconda,en,1997,4,89,"Action,Adventure,Horror",4.9,45000000.0,136998907.0,91998907.0,5269188.730769231
Killers,en,1997,2,83,"Action,Horror,Thriller",2.3,75000000.0,95572749.0,20572749.0,3675874.9615384615
Bernie,fr,1996,11,87,"Comedy,Drama",7.1,6000000.0,10106975.0,4106975.0,374332.4074074074
Thinner,en,1996,10,93,"Fantasy,Horror",5.8,14000000.0,15171475.0,1171475.0,561906.4814814815
The Ghost and the Darkness,en,1996,10,110,"Adventure,Drama,Thriller",6.8,55000000.0,38564422.0,-16435578.0,1428311.9259259258
Reindeer Games,en,1996,6,104,"Action,Crime,Thriller",5.8,36000000.0,23360779.0,-12639221.0,865214.0370370371
The Craft,en,1996,5,101,"Drama,Fantasy,Horror",6.4,15000000.0,55669466.0,40669466.0,2061832.0740740742
Mary Reilly,en,1996,2,108,"Drama,Horror,Romance",5.8,47000000.0,12900000.0,-34100000.0,477777.77777777775
From Dusk Till Dawn,en,1996,1,108,"Action,Crime,Horror",7.2,20000000.0,25736162.0,5736162.0,953191.1851851852
Vampire in Brooklyn,en,1995,10,100,"Comedy,Fantasy,Horror",4.7,14000000.0,19637147.0,5637147.0,701326.6785714285
Halloween: The Curse of Michael Myers,en,1995,9,87,"Horror,Thriller",4.7,5000000.0,15126948.0,10126948.0,540248.1428571428
Species,en,1995,7,108,"Action,Horror,Sci-Fi",5.9,35000000.0,113354449.0,78354449.0,4048373.1785714286
Tales from the Hood,en,1995,5,98,"Crime,Drama,Horror",6.5,6000000.0,11784569.0,5784569.0,420877.46428571426
Tales from the Crypt: Demon Knight,en,1995,1,92,"Action,Fantasy,Horror",6.7,12000000.0,21089146.0,9089146.0,753183.7857142857
The Kingdom,da,1994,11,110,"Action,Drama,Thriller",7.0,72500000.0,86802457.0,14302457.0,2993188.172413793
The Paperboy,en,1994,11,94,"Horror,Thriller",5.1,12500000.0,4027663.0,-8472337.0,138884.93103448275
Interview with the Vampire,en,1994,11,123,"Drama,Fantasy,Horror",7.5,50000000.0,223564608.0,173564608.0,7709124.413793104
Jason Goes to Hell: The Final Friday,en,1993,8,,,,3000000.0,15935068.0,12935068.0,531168.9333333333
Warlock: The Armageddon,en,1993,5,98,"Action,Fantasy,Horror",5.4,3000000.0,3902679.0,902679.0,130089.3
