,id,title,original_language,overview,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,status,genre_names,release_month,release_year,profit
347,9792,The Hills Have Eyes,en,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",2006-03-10,62.574,2447,6.4,15000000,69623713,107,Released,"Horror, Thriller",3,2006,54623713
348,9286,Final Destination 3,en,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",2006-02-09,67.459,3174,6.1,25000000,118890272,93,Released,"Horror, Mystery",2,2006,93890272
349,10053,When a Stranger Calls,en,"Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",2006-02-03,21.961,886,5.7,15000000,67062123,87,Released,"Horror, Mystery",2,2006,52062123
350,2269,Day Watch,ru,"A man who serves in the war between the forces of Light and Dark comes into possession of a device that can restore life to Moscow, which was nearly destroyed by an apocalyptic event.",2006-01-01,17.544,434,6.1,4200000,42918532,145,Released,"Action, Fantasy, Horror, Thriller",1,2006,38718532
351,215,Saw II,en,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game.",2005-10-28,60.408,4357,6.6,4000000,147748505,89,Released,Horror,10,2005,143748505
352,791,The Fog,en,"Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.",2005-10-14,21.112,598,4.5,18000000,46201432,100,Released,"Horror, Thriller",10,2005,28201432
353,27819,October Moon,en,"A straight man's life becomes disastrous - and obsessively dangerous - when his family, fiancee and friends all begin to reject him after he realizes he has fallen in love with another man.",2005-09-29,2.365,6,3.8,13000,40000,112,Released,"Drama, Horror, Romance, Thriller",9,2005,27000
354,1690,Hostel,en,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",2005-09-17,50.839,3023,5.9,4800000,81979826,94,Released,Horror,9,2005,77179826
355,9885,Wolf Creek,en,"Stranded backpackers in remote Australia fall prey to a murderous bushman, who offers to fix their car, then takes them captive.",2005-09-16,25.809,908,6.2,1000000,27762648,104,Released,"Horror, Thriller",9,2005,26762648
356,10092,Cry_Wolf,en,"After a local woman is murdered, a group of teenage liars create a warning e-mail of a serial killer named “The Wolf”, coming on the next full moon. The teens describe each death method The Wolf uses, but when the described victims actually do start turning up dead, suddenly no one knows where the lies end and the truth begins.",2005-09-16,14.284,446,5.8,1000000,10047674,90,Released,"Horror, Thriller",9,2005,9047674
357,8643,The Exorcism of Emily Rose,en,"When a younger girl called Emily Rose dies, everyone puts blame on the exorcism which was performed on her by Father Moore prior to her death. The priest is arrested on suspicion of murder. The trial begins with lawyer Erin Bruner representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",2005-09-09,52.675,2333,6.5,19000000,145166804,122,Released,"Crime, Drama, Horror, Thriller",9,2005,126166804
358,9042,The Cave,en,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",2005-08-26,20.815,745,5.3,30000000,33296457,97,Released,"Action, Adventure, Horror, Thriller",8,2005,3296457
359,11460,Red Eye,en,"A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father, she is pulled into a plot to assist her captor in offing a politician.",2005-08-19,23.036,1546,6.3,26000000,57891803,85,Released,"Horror, Thriller",8,2005,31891803
360,9913,The Skeleton Key,en,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,2005-07-29,23.969,1736,6.6,43000000,93983911,104,Released,"Drama, Horror, Mystery, Thriller",7,2005,50983911
361,245992,Semen Demon,ja,"Sexual bombshell Reiko Yamaguchi, star of the smash-hit Japanese Wife Next Door films, is back and this time she needs an exorcist! Is her new husband possessed by a demon or is he just a pervert? And what's up with her father-in-law and his insatiable desire for Reiko? Something is definitely wrong with Reiko's family, and only an exorcist can help! Akira Fukamachi directs this raunchy take on exorcism.",2005-07-29,3.282,11,6.1,10000,1000000,56,Released,"Fantasy, Horror",7,2005,990000
362,1696,The Devil's Rejects,en,"The sequel to House of 1000 Corpses – the Firefly family are ambushed at their isolated home by Sheriff Wydell and a squad of armed men guns blazing – yet only Otis and his sister, Baby, manage to escape the barrage of bullets unharmed. Hiding out in a backwater motel, the wanted siblings wait to rendezvous with their errant father, Captain Spaulding, killing whoever happens to stand in their way.",2005-07-22,16.424,1145,6.8,7000000,20901859,107,Released,"Crime, Drama, Horror",7,2005,13901859
363,9392,The Descent,en,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",2005-07-08,40.383,3123,6.9,3500000,57130027,99,Released,"Adventure, Horror",7,2005,53630027
364,9009,Dark Water,en,"Dahlia Williams and her daughter Cecelia move into a rundown apartment on New York's Roosevelt Island. She is currently in midst of divorce proceedings and the apartment, though near an excellent school for her daughter, is all she can afford. From the time she arrives, there are mysterious occurrences and there is a constant drip from the ceiling in her daughter's bedroom.",2005-07-08,14.764,835,5.6,30000000,68357079,105,Released,"Horror, Mystery",7,2005,38357079
365,11683,Land of the Dead,en,"The world is full of zombies and the survivors have barricaded themselves inside a walled city to keep out the living dead. As the wealthy hide out in skyscrapers and chaos rules the streets, the rest of the survivors must find a way to stop the evolving zombies from breaking into the city.",2005-06-18,20.544,1287,6.2,15000000,47074133,93,Released,"Horror, Science Fiction, Thriller",6,2005,32074133
366,10008,An American Haunting,en,Based on the true events of the only case in US History where a spirit caused the death of a man.,2005-05-05,16.117,399,5.6,14000000,29612137,83,Released,"Horror, Mystery, Thriller",5,2005,15612137
367,10066,House of Wax,en,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,2005-04-30,63.255,2505,5.9,40000000,68766121,113,Released,"Horror, Thriller",4,2005,28766121
368,10065,The Amityville Horror,en,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz clan, whose new home has a gory past and a legacy of demons. Before long, the family patriarch is plagued by nightmares and his daughter is seeing phantoms.",2005-04-14,39.997,1862,6.1,19000000,108047131,90,Released,Horror,4,2005,89047131
369,10320,The Ring Two,en,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,2005-03-17,47.482,1935,5.7,50000000,161451538,110,Released,"Drama, Horror, Thriller",3,2005,111451538
370,561,Constantine,en,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",2005-02-08,119.677,5863,7.0,100000000,230884728,121,Released,"Action, Fantasy, Horror",2,2005,130884728
371,8968,Boogeyman,en,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. Is the Boogeyman real? Or did Tim make him up to explain why his father abandoned his family?",2005-02-04,10.898,624,4.9,20000000,67192859,89,Released,"Drama, Horror, Mystery, Thriller",2,2005,47192859
372,11096,Hide and Seek,en,"David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.",2005-01-27,19.095,1339,6.4,30000000,127369981,101,Released,"Horror, Mystery",1,2005,97369981
373,11804,White Noise,en,"An architect's desire to speak with his wife from beyond the grave using EVP (Electronic Voice Phenomenon), becomes an obsession with supernatural repercussions.",2005-01-07,13.653,684,5.6,10000000,91196419,101,Released,"Drama, Horror, Thriller",1,2005,81196419
374,36648,Blade: Trinity,en,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula.",2004-12-08,39.805,3275,5.9,65000000,128905366,123,Released,"Action, Fantasy, Horror",12,2004,63905366
375,11249,Seed of Chucky,en,"This time around, Chucky and his homicidal honey, Tiffany, are brought back to life by their orphan offspring, Glen. Then the horror goes Hollywood as Chucky unleashes his own brand of murderous mayhem!",2004-11-11,102.731,1252,5.4,12000000,24829644,87,Released,"Comedy, Horror",11,2004,12829644
376,1970,The Grudge,en,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",2004-10-22,44.825,2486,5.9,10000000,183474602,92,Released,"Horror, Mystery, Thriller",10,2004,173474602
377,176,Saw,en,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",2004-10-01,93.053,7650,7.4,1200000,103911669,103,Released,"Crime, Horror, Mystery",10,2004,102711669
378,1577,Resident Evil: Apocalypse,en,"As the city is locked down under quarantine, Alice finds out that the people that died from the previous incident at the Umbrella Corporation have turned into zombies. She then joins a small band of elite soldiers, who are enlisted to rescue the missing daughter of the creator of the mutating T-virus.  Once lack of luck and resources happen, they begin to wage an exhilarating battle to survive and escape before the Umbrella Corporation erases its experiment from the face of the earth.",2004-09-10,25.504,3635,6.3,45000000,129394835,94,Released,"Action, Horror, Science Fiction",9,2004,84394835
379,23936,Lady Vampire,km,"Based on the Southeast Asian mythology of the ""Krasue."" The ""Krasue"" is the floating head of a vampiric female ghost which has internal organs that hang from the ghost's neck.",2004-08-24,0.6,4,5.0,9000,1000000,120,Released,Horror,8,2004,991000
380,33908,Three… Extremes,ko,"An Asian cross-cultural trilogy of horror films from accomplished indie directors: Dumplings, directed by Fruit Chan of Hong Kong, Cut directed by Park Chan-Wook of Korea, and Box directed by Miike Takashi of Japan.",2004-08-20,9.952,284,6.8,77532,516930,125,Released,Horror,8,2004,439398
381,395,AVP: Alien vs. Predator,en,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",2004-08-12,50.996,3654,5.9,70000000,177427090,101,Released,"Action, Adventure, Horror, Science Fiction",8,2004,107427090
382,83,Open Water,en,"Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them...",2004-08-06,19.112,905,5.5,130000,54667954,79,Released,"Drama, Horror, Thriller",8,2004,54537954
383,21198,House of Voices,fr,"In 1958, in the French Alp, the young servant Anna Jurin arrives in Saint Ange Orphanage to work with Helena while the orphans moved to new families. Anna, who is secretly pregnant, meets the last orphan, Judith, left behind because of her mental problems, and they become closer when Anna find that Judith also hear voices and footsteps of children.",2004-06-23,9.81,149,6.0,320000,6782283,98,Released,"Horror, Mystery",6,2004,6462283
384,9890,The Stepford Wives,en,"What does it take to become a Stepford wife, a woman perfect beyond belief? Ask the Stepford husbands, who've created this high-tech, terrifying little town.",2004-06-10,14.006,1116,5.7,90000000,102000000,93,Released,"Comedy, Horror, Science Fiction, Thriller",6,2004,12000000
385,7131,Van Helsing,en,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,2004-05-05,50.495,4987,6.3,160000000,300257475,132,Released,"Action, Adventure, Horror",5,2004,140257475
386,11058,Godsend,en,"A couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth.",2004-04-30,10.563,407,4.9,25000000,30120671,102,Released,"Drama, Horror, Science Fiction, Thriller",4,2004,5120671
387,11662,Casshern,ja,"Fifty years of war between the Great Eastern Federation and Europa - now merged as Eurasia - have taken their toll on planet Earth. As a result of the use of biological, chemical and nuclear weapons, much of Earth has become uninhabitable and people have become prey to new diseases. Professor Azuma's ""neo-cell"" project, which is supposed to be the answer to mankind's hardships, becomes a nightmare come true when mutants spawned from the experiment escape and declare war on the human race. Azuma's son Tetsuya, who was killed during the previous war, is reborn into the cyborg Casshern as mankind's last hope against the new mutant threat. This live-action sci-fi movie based on a 1973 Japanese animé of the same name.",2004-04-24,9.091,208,5.9,6000000,12353768,141,Released,"Drama, Horror, Science Fiction",4,2004,6353768
388,747,Shaun of the Dead,en,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",2004-04-09,46.937,7139,7.5,6100000,30097092,99,Released,"Comedy, Horror",4,2004,23997092
389,924,Dawn of the Dead,en,"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",2004-03-19,41.981,3254,7.0,26000000,102278712,101,Released,"Action, Horror",3,2004,76278712
390,15483,The Card Player,it,"Policewoman Anna Mari is forced to play a dangerous game with the title serial killer. If she loses, she witnesses the maniac's tortured victims having their throats cut in explicit close-up detail via webcam. She teams up with British cop John Brennan to find out the identity of the murderer.",2004-01-02,6.125,184,4.4,2600000,3368452,103,Released,"Horror, Mystery, Thriller",1,2004,768452
391,79282,Reincarnation,ja,"A Japanese actress (Yuka) comes face to face with a slew of restless spirits when she signs on to star in a horror film -- the true story of a crazed professor's murderous rampage that left 11 victims, including his young daughter, in its wake. But the film being shot at the very site where the grisly killings took place. Takashi Shimizu (The Grudge) directs this darkly mesmerizing tale of crime, punishment and redemption.",2004-01-01,0.6,2,6.0,100000,4274679,95,Released,"Fantasy, Horror",1,2004,4174679
392,4970,Gothika,en,"After a car crash, a criminal psychologist regains consciousness only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband—but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",2003-11-21,31.591,1883,6.1,40000000,141591324,98,Released,"Horror, Thriller",11,2003,101591324
393,9694,One Missed Call,ja,"People mysteriously start receiving voicemail messages from their future selves, in the form of the sound of them reacting to their own violent deaths, along with the exact date and time of their future death, listed on the message log. The plot thickens as the surviving characters pursue the answers to this mystery which could save their lives.",2003-11-03,12.137,328,6.1,1700000,16200000,112,Released,"Horror, Thriller",11,2003,14500000
394,500071,Duplicate Jaani Dushman,hi,The film is about a thakur who kills newlywed brides on their wedding nights but nobody is aware its the thakur. The film is a remake of the 1979 film Jaani Dushman.,2003-09-05,0.6,0,0.0,47010,83051,87,Released,Horror,9,2003,36041
395,6466,Freddy vs. Jason,en,"In an attempt to free himself from a state of forgotten limbo, evil dream-demon Freddy Krueger devises a plan to manipulate un-dead mass murderer Jason Voorhees  into slicing-and-dicing his way through the teenage population of Springwood.  But when the master of dreams loses control of his monster, a brutal fight to the death is the only way out.",2003-08-15,72.488,2084,6.0,30000000,116643421,97,Released,Horror,8,2003,86643421
396,11547,Cabin Fever,en,"A group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",2003-08-15,20.364,1041,5.7,1500000,30553395,93,Released,Horror,8,2003,29053395
397,9666,Ju-on: The Grudge 2,ja,"While driving , the pregnant horror-movie actress Kyôko Harase and her fiancé are in a car crash. She loses her baby and her fiancé winds up in a coma. Kyôko was cursed together with a television crew when they shot a show in the haunted house where Kayako was brutally murdered by her husband years ago. While each member of the team dies or disappears, Kyôko is informed that she has a three-and-a-half-month-old fetus in her womb.",2003-08-15,15.602,249,6.3,20000000,70700000,92,Released,"Horror, Thriller",8,2003,50700000
398,11351,Jeepers Creepers 2,en,"When their bus is crippled on the side of a deserted road, a team of high school athletes discover an opponent they cannot defeat – and may not survive. Staring hungrily at them through the school bus windows, the ""Creeper"" returns again and again. But when the teammates discover that it’s selective about whom it attacks, it will test their ability to stick together – as the insatiable menace tries to tear them apart!",2003-08-08,169.063,1287,6.1,17000000,63102666,104,Released,Horror,8,2003,46102666
399,9902,Wrong Turn,en,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",2003-05-30,90.04,2127,6.3,12600000,28650575,84,Released,"Horror, Thriller",5,2003,16050575
400,107937,Bhoot,hi,"A Mumbai businessman and his wife are looking for a new flat. Apartment 1201 has been vacant since its previous occupant jumped to her death. Undeterred, the couple still decides to move in, but before long, the wife starts to have visions.",2003-05-30,2.896,20,6.0,2700000,9600000,113,Released,Horror,5,2003,6900000
401,9373,The Texas Chainsaw Massacre,en,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.",2003-05-21,86.118,2163,6.2,9500000,107363905,98,Released,Horror,5,2003,97863905
402,2662,House of 1000 Corpses,en,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,2003-04-11,30.568,1291,6.2,7000000,17949758,89,Released,"Crime, Horror",4,2003,10949758
403,11059,House of the Dead,en,"Set on an island off the coast, a techno rave party attracts a diverse group of college coeds and a Coast Guard officer. Soon, they discover that their X-laced escapades are to be interrupted by zombies and monsters that attack them on the ground, from the air, and in the sea, ruled by an evil entity in the House of the Dead... Prequel to the House of the Dead video games.",2003-04-11,9.663,308,3.2,12000000,13818181,90,Released,"Action, Horror, Thriller",4,2003,1818181
404,6171,Dreamcatcher,en,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.",2003-03-21,23.125,1486,5.5,68000000,75700000,136,Released,"Drama, Horror, Science Fiction, Thriller",3,2003,7700000
405,9358,Final Destination 2,en,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",2003-01-31,64.18,3321,6.2,26000000,90941129,90,Released,"Horror, Mystery",1,2003,64941129
406,170,28 Days Later,en,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",2002-10-31,49.268,5557,7.2,5000000,85720385,113,Released,"Horror, Science Fiction, Thriller",10,2002,80720385
407,9645,Ghost Ship,en,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.",2002-10-25,49.195,1978,5.9,35000000,68349884,91,Released,"Horror, Mystery, Thriller",10,2002,33349884
408,565,The Ring,en,Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.,2002-10-18,73.898,5208,6.6,48000000,249348933,115,Released,"Horror, Mystery",10,2002,201348933
409,11838,Ju-on: The Grudge,ja,"Volunteer home-care worker Rika is assigned to visit a family, she is cursed and chased by two revengeful fiends: Kayako, a woman brutally murdered by her husband and her son Toshio. Each person that lives in or visits the haunted house is murdered or disappears.",2002-10-18,22.301,610,6.7,3500000,3657876,92,Released,Horror,10,2002,157876
410,11056,Darkness,en,"A teenage girl moves into a remote countryside house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family.",2002-10-11,8.776,313,5.7,10600000,12241855,102,Released,Horror,10,2002,1641855
411,9533,Red Dragon,en,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",2002-10-02,6.313,3538,7.0,78000000,209196298,124,Released,"Horror, Thriller",10,2002,131196298
412,9357,One Hour Photo,en,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!""",2002-08-21,11.715,1392,6.6,12000000,52223306,96,Released,"Drama, Horror, Thriller",8,2002,40223306
413,8869,Eight Legged Freaks,en,"The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts.",2002-07-17,20.211,980,5.7,30000000,45867333,99,Released,"Action, Comedy, Horror, Thriller",7,2002,15867333
414,11442,Halloween: Resurrection,en,"Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!",2002-07-01,47.79,1000,4.7,13000000,37664855,89,Released,"Horror, Thriller",7,2002,24664855
415,11880,Dog Soldiers,en,"A squad of British soldiers on training in the lonesome Scottish wilderness find a wounded Special Forces captain and the remains of his team. As they encounter zoologist Megan, it turns out that werewolves are active in the region. They have to prepare for some action as the there will be a full moon tonight...",2002-05-10,16.107,675,6.7,2000000,3537283,105,Released,"Action, Horror, Thriller",5,2002,1537283
416,36586,Blade II,en,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",2002-03-22,39.411,3963,6.5,54000000,155010032,117,Released,"Action, Fantasy, Horror, Thriller",3,2002,101010032
417,1576,Resident Evil,en,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",2002-03-15,24.356,5385,6.6,33000000,102984862,100,Released,"Action, Horror, Science Fiction",3,2002,69984862
418,11979,Queen of the Damned,en,"Lestat de Lioncourt is awakened from his slumber. Bored with his existence, he has now become this generation's new Rock God. While in the course of time, another has arisen, Akasha, the Queen of the Vampires and the Dammed. He wants immortal fame, his fellow vampires want him eternally dead for his betrayal, and the Queen wants him for her King. Who will be the first to reach him? Who shall win?",2002-02-10,18.506,840,6.1,35000000,45479110,101,Released,"Drama, Fantasy, Horror",2,2002,10479110
419,2637,The Mothman Prophecies,en,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,2002-01-25,16.178,912,6.2,32000000,55305279,119,Released,"Drama, Horror, Mystery",1,2002,23305279
420,9378,Thir13en Ghosts,en,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",2001-10-26,52.197,1695,6.2,42000000,68467960,91,Released,"Horror, Thriller",10,2001,26467960
421,10972,Session 9,en,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,2001-08-10,10.223,745,6.1,1500000,1612259,100,Released,"Horror, Mystery",8,2001,112259
422,1933,The Others,en,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",2001-08-02,27.543,5398,7.6,17000000,209947037,101,Released,"Horror, Mystery, Thriller",8,2001,192947037
423,11470,Jason X,en,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",2001-07-24,36.342,1069,4.8,11000000,16951798,91,Released,"Horror, Science Fiction",7,2001,5951798
424,79359,Black Serenade,de,"Students of the university of Salamanca are brutally murdered by a black masked minstrel. Alex, an architecture student who has recently moved to Salamanca discovers a pattern behind the killings; it seems as if the killer strikes regularly after the exams to free the campus from lousy students.",2001-07-19,1.905,20,5.3,3000000,3098924,110,Released,"Drama, Horror, Thriller",7,2001,98924
425,8922,Jeepers Creepers,en,A brother and sister driving home through an isolated countryside from college encounter a flesh-eating creature in the midst of its ritualistic eating spree.,2001-07-01,195.983,2395,6.4,10000000,59217789,90,Released,"Horror, Thriller",7,2001,49217789
426,1433,The Devil's Backbone,es,"Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.",2001-04-20,16.774,967,7.3,4500000,6582065,108,Released,"Drama, Fantasy, Horror, Thriller",4,2001,2082065
427,768,From Hell,en,Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.,2001-02-08,25.656,2380,6.7,35000000,74558115,122,Released,"Horror, Mystery, Thriller",2,2001,39558115
428,10984,Valentine,en,Five friends are stalked by a masked murderer while preparing for Valentine's Day.,2001-02-02,12.855,435,5.4,10000000,16300000,96,Released,"Horror, Thriller",2,2001,6300000
429,6312,Brotherhood of the Wolf,fr,"In 18th century France, the Chevalier de Fronsac and his Native American friend Mani are sent by the King to the Gevaudan province to investigate the killings of hundreds by a mysterious beast.",2001-01-31,15.357,1224,6.7,29000000,70752904,137,Released,"Action, Adventure, History, Horror",1,2001,41752904
430,10577,Dracula 2000,en,"Abraham Van Helsing, who has tangled with Count Dracula in the past, works as an English antiques dealer. Simon is a vampire hunter in training under his apprenticeship.",2000-12-22,20.145,532,5.1,28000000,47053625,99,Released,"Horror, Thriller",12,2000,19053625
431,39468,Godzilla vs. Megaguirus,ja,"In an alternate timeline the original Godzilla is never defeated and repeatedly reemerges to feed on Japan's energy sources. A new inter-dimensional weapon called the Dimension Tide is created with the intent of eliminating Godzilla. However, the new weapon might also serve as a gateway to something far more sinister.",2000-11-03,8.077,134,6.7,8300000,11068800,105,Released,"Action, Adventure, Horror, Science Fiction",11,2000,2768800
